category_id,base_color_name,base_color_hex,base_color_r,base_color_g,base_color_b,combination_color_name,hex_combination_color,combination_color_r,combination_color_g,combination_color_b,,,,,
cat_032,charcoal,#6A757B,106,117,123,lilac,#B9B3D9,185,179,217,,,,,
cat_032,charcoal,#6A757B,106,117,123,plum,#771D7D,119,29,125,,,,,
cat_032,charcoal,#6A757B,106,117,123,purple,#7F3E98,127,62,152,,,,,
cat_032,charcoal,#6A757B,106,117,123,brown,#9C5F0C,156,95,12,,,,,
cat_032,charcoal,#6A757B,106,117,123,dark brown,#562504,86,37,4,,,,,
cat_032,charcoal,#6A757B,106,117,123,beige,#F0D8BE,240,216,190,,,,,
cat_032,charcoal,#6A757B,106,117,123,cream,#F9F0E1,249,240,225,,,,,
cat_032,charcoal,#6A757B,106,117,123,peach,#FDD2C2,253,210,194,,,,,
cat_032,charcoal,#6A757B,106,117,123,coral,#F69E88,246,158,136,,,,,
cat_033,gray,#B2B7BB,178,183,187,black,#000000,0,0,0,,,,,
cat_033,gray,#B2B7BB,178,183,187,charcoal,#6A757B,106,117,123,,,,,
cat_033,gray,#B2B7BB,178,183,187,white,#FFFFFF,255,255,255,,,,,
cat_033,gray,#B2B7BB,178,183,187,navy,#082366,8,35,102,,,,,
cat_033,gray,#B2B7BB,178,183,187,cobalt,#1B3F97,27,63,151,,,,,
cat_033,gray,#B2B7BB,178,183,187, blue,#00B0F0,0,176,240,,,,,
cat_033,gray,#B2B7BB,178,183,187, sky blue,#76D7EA,118,215,234,,,,,
cat_033,gray,#B2B7BB,178,183,187,sea foam,#CDEBEB,205,235,235,,,,,
cat_033,gray,#B2B7BB,178,183,187,turquoise,#01A0B3,1,160,179,,,,,
cat_033,gray,#B2B7BB,178,183,187,emerald,#016A5C,1,106,92,,,,,
cat_033,gray,#B2B7BB,178,183,187,olive,#356637,53,102,55,,,,,
cat_033,gray,#B2B7BB,178,183,187,green,#66923D,102,146,61,,,,,
cat_033,gray,#B2B7BB,178,183,187,bright green,#01A638,1,166,56,,,,,
cat_033,gray,#B2B7BB,178,183,187, yellow green,#C5E17A,197,225,122,,,,,
cat_033,gray,#B2B7BB,178,183,187,light yellow,#FBE870,251,232,112,,,,,
cat_033,gray,#B2B7BB,178,183,187,yellow,#FED24D,254,210,77,,,,,
cat_033,gray,#B2B7BB,178,183,187,mustard,#E5B539,229,181,57,,,,,
cat_033,gray,#B2B7BB,178,183,187, orange,#FF8833,255,136,51,,,,,
cat_033,gray,#B2B7BB,178,183,187, red orange,#FF681F,255,104,31,,,,,
cat_033,gray,#B2B7BB,178,183,187,red,#EE2D24,238,45,36,,,,,
cat_033,gray,#B2B7BB,178,183,187,dark red,#B32016,179,32,22,,,,,
cat_033,gray,#B2B7BB,178,183,187,light pink,#F6C4DF,246,196,223,,,,,
cat_033,gray,#B2B7BB,178,183,187,pink,#F195BE,241,149,190,,,,,
cat_033,gray,#B2B7BB,178,183,187, magenta,#F653A6,246,83,166,,,,,
cat_033,gray,#B2B7BB,178,183,187,berry,#B2015C,178,1,92,,,,,
cat_033,gray,#B2B7BB,178,183,187,mauve,#B46C6F,180,108,111,,,,,
cat_033,gray,#B2B7BB,178,183,187,lilac,#B9B3D9,185,179,217,,,,,
cat_033,gray,#B2B7BB,178,183,187,plum,#771D7D,119,29,125,,,,,
cat_033,gray,#B2B7BB,178,183,187,purple,#7F3E98,127,62,152,,,,,
cat_033,gray,#B2B7BB,178,183,187,brown,#9C5F0C,156,95,12,,,,,
cat_033,gray,#B2B7BB,178,183,187,dark brown,#562504,86,37,4,,,,,
cat_033,gray,#B2B7BB,178,183,187,beige,#F0D8BE,240,216,190,,,,,
cat_033,gray,#B2B7BB,178,183,187,cream,#F9F0E1,249,240,225,,,,,
cat_033,gray,#B2B7BB,178,183,187,peach,#FDD2C2,253,210,194,,,,,
cat_033,gray,#B2B7BB,178,183,187,coral,#F69E88,246,158,136,,,,,
cat_034,white,#FFFFFF,255,255,255,black,#000000,0,0,0,,,,,
cat_034,white,#FFFFFF,255,255,255,charcoal,#6A757B,106,117,123,,,,,
cat_034,white,#FFFFFF,255,255,255,gray,#B2B7BB,178,183,187,,,,,
cat_034,white,#FFFFFF,255,255,255,navy,#082366,8,35,102,,,,,
cat_034,white,#FFFFFF,255,255,255,cobalt,#1B3F97,27,63,151,,,,,
cat_034,white,#FFFFFF,255,255,255, blue,#00B0F0,0,176,240,,,,,
cat_034,white,#FFFFFF,255,255,255, sky blue,#76D7EA,118,215,234,,,,,
cat_034,white,#FFFFFF,255,255,255,sea foam,#CDEBEB,205,235,235,,,,,
cat_034,white,#FFFFFF,255,255,255,turquoise,#01A0B3,1,160,179,,,,,
cat_034,white,#FFFFFF,255,255,255,emerald,#016A5C,1,106,92,,,,,
cat_034,white,#FFFFFF,255,255,255,olive,#356637,53,102,55,,,,,
cat_034,white,#FFFFFF,255,255,255,green,#66923D,102,146,61,,,,,
cat_034,white,#FFFFFF,255,255,255,bright green,#01A638,1,166,56,,,,,
cat_034,white,#FFFFFF,255,255,255, yellow green,#C5E17A,197,225,122,,,,,
cat_034,white,#FFFFFF,255,255,255,light yellow,#FBE870,251,232,112,,,,,
cat_034,white,#FFFFFF,255,255,255,yellow,#FED24D,254,210,77,,,,,
cat_034,white,#FFFFFF,255,255,255,mustard,#E5B539,229,181,57,,,,,
cat_034,white,#FFFFFF,255,255,255, orange,#FF8833,255,136,51,,,,,
cat_034,white,#FFFFFF,255,255,255, red orange,#FF681F,255,104,31,,,,,
cat_034,white,#FFFFFF,255,255,255,red,#EE2D24,238,45,36,,,,,
cat_034,white,#FFFFFF,255,255,255,dark red,#B32016,179,32,22,,,,,
cat_034,white,#FFFFFF,255,255,255,light pink,#F6C4DF,246,196,223,,,,,
cat_034,white,#FFFFFF,255,255,255,pink,#F195BE,241,149,190,,,,,
cat_034,white,#FFFFFF,255,255,255, magenta,#F653A6,246,83,166,,,,,
cat_034,white,#FFFFFF,255,255,255,berry,#B2015C,178,1,92,,,,,
cat_034,white,#FFFFFF,255,255,255,mauve,#B46C6F,180,108,111,,,,,
cat_034,white,#FFFFFF,255,255,255,lilac,#B9B3D9,185,179,217,,,,,
cat_034,white,#FFFFFF,255,255,255,plum,#771D7D,119,29,125,,,,,
cat_034,white,#FFFFFF,255,255,255,purple,#7F3E98,127,62,152,,,,,
cat_034,white,#FFFFFF,255,255,255,brown,#9C5F0C,156,95,12,,,,,
cat_034,white,#FFFFFF,255,255,255,dark brown,#562504,86,37,4,,,,,
cat_034,white,#FFFFFF,255,255,255,beige,#F0D8BE,240,216,190,,,,,
cat_034,white,#FFFFFF,255,255,255,cream,#F9F0E1,249,240,225,,,,,
cat_034,white,#FFFFFF,255,255,255,peach,#FDD2C2,253,210,194,,,,,
cat_034,white,#FFFFFF,255,255,255,coral,#F69E88,246,158,136,,,,,
cat_035,cream,#F9F0E1,249,240,225,black,#000000,0,0,0,,,,,
cat_035,cream,#F9F0E1,249,240,225,charcoal,#6A757B,106,117,123,,,,,
cat_035,cream,#F9F0E1,249,240,225,gray,#B2B7BB,178,183,187,,,,,
cat_035,cream,#F9F0E1,249,240,225,white,#FFFFFF,255,255,255,,,,,
cat_035,cream,#F9F0E1,249,240,225,navy,#082366,8,35,102,,,,,
cat_035,cream,#F9F0E1,249,240,225,cobalt,#1B3F97,27,63,151,,,,,
cat_035,cream,#F9F0E1,249,240,225, blue,#00B0F0,0,176,240,,,,,
cat_035,cream,#F9F0E1,249,240,225, sky blue,#76D7EA,118,215,234,,,,,
cat_035,cream,#F9F0E1,249,240,225,sea foam,#CDEBEB,205,235,235,,,,,
cat_035,cream,#F9F0E1,249,240,225,turquoise,#01A0B3,1,160,179,,,,,
cat_035,cream,#F9F0E1,249,240,225,emerald,#016A5C,1,106,92,,,,,
cat_035,cream,#F9F0E1,249,240,225,olive,#356637,53,102,55,,,,,
cat_035,cream,#F9F0E1,249,240,225,green,#66923D,102,146,61,,,,,
cat_035,cream,#F9F0E1,249,240,225,bright green,#01A638,1,166,56,,,,,
cat_035,cream,#F9F0E1,249,240,225, yellow green,#C5E17A,197,225,122,,,,,
cat_035,cream,#F9F0E1,249,240,225,light yellow,#FBE870,251,232,112,,,,,
cat_035,cream,#F9F0E1,249,240,225,yellow,#FED24D,254,210,77,,,,,
cat_035,cream,#F9F0E1,249,240,225,mustard,#E5B539,229,181,57,,,,,
cat_035,cream,#F9F0E1,249,240,225, orange,#FF8833,255,136,51,,,,,
cat_035,cream,#F9F0E1,249,240,225, red orange,#FF681F,255,104,31,,,,,
cat_035,cream,#F9F0E1,249,240,225,red,#EE2D24,238,45,36,,,,,
cat_035,cream,#F9F0E1,249,240,225,dark red,#B32016,179,32,22,,,,,
cat_035,cream,#F9F0E1,249,240,225,light pink,#F6C4DF,246,196,223,,,,,
cat_035,cream,#F9F0E1,249,240,225,pink,#F195BE,241,149,190,,,,,
cat_035,cream,#F9F0E1,249,240,225, magenta,#F653A6,246,83,166,,,,,
cat_035,cream,#F9F0E1,249,240,225,berry,#B2015C,178,1,92,,,,,
cat_035,cream,#F9F0E1,249,240,225,mauve,#B46C6F,180,108,111,,,,,
cat_035,cream,#F9F0E1,249,240,225,lilac,#B9B3D9,185,179,217,,,,,
cat_035,cream,#F9F0E1,249,240,225,plum,#771D7D,119,29,125,,,,,
cat_035,cream,#F9F0E1,249,240,225,purple,#7F3E98,127,62,152,,,,,
cat_035,cream,#F9F0E1,249,240,225,brown,#9C5F0C,156,95,12,,,,,
cat_035,cream,#F9F0E1,249,240,225,dark brown,#562504,86,37,4,,,,,
cat_035,cream,#F9F0E1,249,240,225,beige,#F0D8BE,240,216,190,,,,,
cat_035,cream,#F9F0E1,249,240,225,peach,#FDD2C2,253,210,194,,,,,
cat_035,cream,#F9F0E1,249,240,225,coral,#F69E88,246,158,136,,,,,
